Entity,Year,Gas,Coal,Oil
South Korea,2019,560.3383,997.1185,1486.9941
South Korea,2020,575.3731,882.8456,1405.6753
South Korea,2021,624.0739,909.1072,1499.4344
South Korea,2022,623.7887,873.8059,1518.4937
South Korea,2023,600.7471,844.99316,1489.5963
South Korea,2024,636.4874,792.4115,1540.1671
South and Central America (EI),1965,147.71014,67.209816,1019.5386
South and Central America (EI),1966,157.82979,67.89776,1076.9752
South and Central America (EI),1967,170.15462,71.90734,1108.2856
South and Central America (EI),1968,178.75238,68.96926,1181.5742
South and Central America (EI),1969,184.2801,75.04892,1226.397
South and Central America (EI),1970,188.00996,83.174774,1308.9486
South and Central America (EI),1971,191.4859,77.297134,1375.8567
South and Central America (EI),1972,202.40028,75.72361,1488.046
South and Central America (EI),1973,229.72734,79.03737,1627.3782
South and Central America (EI),1974,242.95543,86.27545,1693.6722
South and Central America (EI),1975,241.73022,90.53494,1678.9966
South and Central America (EI),1976,282.5842,91.11082,1752.3674
South and Central America (EI),1977,304.86447,104.11946,1833.2556
South and Central America (EI),1978,315.20517,111.575554,1904.1782
South and Central America (EI),1979,339.18698,118.00362,1987.1328
South and Central America (EI),1980,360.9068,125.108696,2002.9622
South and Central America (EI),1981,372.04678,123.52162,1971.8092
South and Central America (EI),1982,412.86374,124.23348,1919.4972
South and Central America (EI),1983,427.55777,138.14989,1843.949
South and Central America (EI),1984,461.56915,158.64099,1832.5155
South and Central America (EI),1985,471.37405,183.82,1819.9281
South and Central America (EI),1986,509.39963,185.60352,1907.6616
South and Central America (EI),1987,511.25092,204.5869,1955.895
South and Central America (EI),1988,554.6041,202.7086,2007.0831
South and Central America (EI),1989,575.12164,218.93727,2013.9875
South and Central America (EI),1990,595.6103,183.94098,2007.1876
South and Central America (EI),1991,605.15717,194.67995,2031.512
South and Central America (EI),1992,622.54315,204.23633,2122.9707
South and Central America (EI),1993,669.835,206.66272,2150.9434
South and Central America (EI),1994,703.93097,219.04224,2288.1458
South and Central America (EI),1995,774.3447,222.48586,2379.8335
South and Central America (EI),1996,857.1985,229.01283,2439.0188
South and Central America (EI),1997,874.9037,245.9441,2593.39
South and Central America (EI),1998,937.8664,241.29764,2677.3196
South and Central America (EI),1999,925.2252,239.12917,2690.9602
South and Central America (EI),2000,983.3368,243.9704,2776.4006
South and Central America (EI),2001,1031.9049,230.43242,2827.493
South and Central America (EI),2002,1046.6833,228.37091,2804.7432
South and Central America (EI),2003,1095.907,242.54173,2727.2222
South and Central America (EI),2004,1224.2316,255.0107,2857.0103
South and Central America (EI),2005,1271.3914,241.0528,2926.859
South and Central America (EI),2006,1375.1427,278.14676,3030.0996
South and Central America (EI),2007,1411.4226,296.35483,3174.8528
South and Central America (EI),2008,1414.4355,318.07724,3270.9453
South and Central America (EI),2009,1358.4406,268.57733,3233.8967
South and Central America (EI),2010,1472.789,324.91766,3366.3591
South and Central America (EI),2011,1521.2982,346.27237,3491.3833
South and Central America (EI),2012,1617.8892,366.81802,3634.0732
South and Central America (EI),2013,1673.1067,398.404,3744.5261
South and Central America (EI),2014,1726.1266,417.64188,3756.916
South and Central America (EI),2015,1778.4172,412.42905,3665.9326
South and Central America (EI),2016,1742.7349,397.91803,3592.0645
South and Central America (EI),2017,1760.6947,388.16406,3540.9968
South and Central America (EI),2018,1689.7452,382.02115,3424.303
South and Central America (EI),2019,1625.1001,387.1,3405.9177
South and Central America (EI),2020,1485.6298,350.9514,2947.9214
South and Central America (EI),2021,1684.9952,389.71115,3252.955
South and Central America (EI),2022,1623.2875,350.60303,3476.6018
South and Central America (EI),2023,1616.4501,326.05408,3551.279
South and Central America (EI),2024,1689.3585,311.76495,3551.2703
Spain,1965,0,112.811005,166.38136
Spain,1966,0,104.367615,196.83344
Spain,1967,0,106.0656,238.4801
Spain,1968,0,107.36816,253.3006
Spain,1969,0.9393,108.0427,288.38126
Spain,1970,0.7474,114.13682,328.98575
Spain,1971,3.9794002,114.70669,362.11
Spain,1972,11.716,117.47463,381.81464
Spain,1973,11.312,115.05559,458.62744
Spain,1974,14.139999,111.43866,480.74136
Spain,1975,14.5844,123.49897,499.90475
Spain,1976,16.7458,119.61455,567.02826
Spain,1977,16.0994,128.12772,535.35486
Spain,1978,16.4933,110.11285,551.28845
Spain,1979,15.937799,125.49933,584.30664
Spain,1980,20.4323,144.66557,618.6684
Spain,1981,23.331001,178.46236,599.03894
Spain,1982,25.441898,197.76814,566.287
Spain,1983,27.512402,208.01419,567.4309
Spain,1984,22.5634,211.47992,535.18097
Spain,1985,23.937,209.08414,515.2207
Spain,1986,28.1992,216.6669,510.47852
Spain,1987,30.1889,210.2006,536.0967
Spain,1988,38.9557,182.38165,548.8795
Spain,1989,50.0051,224.83116,575.179
Spain,1990,57.794395,223.43556,556.60004
Spain,1991,65.11024,232.58836,568.6487
Spain,1992,68.079414,237.29852,637.358
Spain,1993,66.77966,213.45702,607.8931
Spain,1994,73.21793,220.06287,638.54456
Spain,1995,89.793236,220.58621,679.26404
Spain,1996,100.48969,186.39401,697.5843
Spain,1997,131.48898,213.46866,705.9866
Spain,1998,134.98706,203.42033,762.26117
Spain,1999,154.5253,227.98288,810.89856
Spain,2000,176.96399,243.48569,822.15295
Spain,2001,190.69435,222.92384,848.1993
Spain,2002,218.03433,251.18474,866.395
Spain,2003,248.2873,234.10027,875.835
Spain,2004,292.69077,244.79987,883.7714
Spain,2005,347.01956,238.56618,906.24615
Spain,2006,363.17368,208.27003,898.3019
Spain,2007,369.5727,233.0303,905.739
Spain,2008,405.92172,157.05151,866.6593
Spain,2009,363.0772,109.6709,814.51135
Spain,2010,361.96466,80.212105,794.1013
Spain,2011,336.46085,148.75934,757.2665
Spain,2012,332.25613,180.17197,700.0071
Spain,2013,303.28094,132.54712,675.85834
Spain,2014,275.239,135.36157,678.84143
Spain,2015,285.43784,159.17296,701.32794
Spain,2016,291.21594,122.07011,719.22076
Spain,2017,317.12115,156.40977,723.65344
Spain,2018,314.9725,134.02187,733.6454
Spain,2019,359.74472,58.98408,735.607
Spain,2020,324.9023,34.386036,591.8298
Spain,2021,343.24298,37.361004,654.14606
Spain,2022,329.74158,43.479256,726.3689
Spain,2023,294.72507,30.411484,697.13385
Spain,2024,283.62857,27.409918,740.84406
Sri Lanka,1965,0,0,9.374515
Sri Lanka,1966,0,0,9.601324
Sri Lanka,1967,0,0,9.834314
Sri Lanka,1968,0,0,10.081403
Sri Lanka,1969,0,0,10.303509
Sri Lanka,1970,0,0,17.57452
Sri Lanka,1971,0,0,17.690096
Sri Lanka,1972,0,0,18.611622
Sri Lanka,1973,0,0,19.797039
Sri Lanka,1974,0,0,15.812426
Sri Lanka,1975,0,0,16.39198
Sri Lanka,1976,0,0.00512883,15.96242
Sri Lanka,1977,0,0.0293076,17.061384
Sri Lanka,1978,0,0.030479904,17.61727
Sri Lanka,1979,0,0.019782629,18.467768
Sri Lanka,1980,0,0.026669916,18.610117
Sri Lanka,1981,0,0.014800338,19.500782
Sri Lanka,1982,0,0.2070582,21.070389
Sri Lanka,1983,0,0.20808396,21.86579
Sri Lanka,1984,0,0.40444487,20.623968
Sri Lanka,1985,0,0.24471846,18.36743
Sri Lanka,1986,0,0.091586255,19.134302
Sri Lanka,1987,0,0.08572473,21.290077
Sri Lanka,1988,0,0.043961402,19.793789
Sri Lanka,1989,0,0.00512883,18.507244
Sri Lanka,1990,0,0,20.58785
Sri Lanka,1991,0,0.00659421,20.604216
Sri Lanka,1992,0,0.00659421,23.416906
Sri Lanka,1993,0,0.004469409,23.671654
Sri Lanka,1994,0,0.004029795,25.714018
Sri Lanka,1995,0,0.011649772,27.378433
Sri Lanka,1996,0,0.002417877,33.236603
Sri Lanka,1997,0,0,34.040123
Sri Lanka,1998,0,0.002271339,35.576878
Sri Lanka,1999,0,0,38.35613
Sri Lanka,2000,0,0.003956526,44.056526
Sri Lanka,2001,0,0.001025766,42.859436
Sri Lanka,2002,0,0.12653556,45.48564
Sri Lanka,2003,0,0.69488317,44.725185
Sri Lanka,2004,0,0.18280615,44.74943
Sri Lanka,2005,0,0.6794967,51.173447
Sri Lanka,2006,0,0.5096592,52.58453
Sri Lanka,2007,0,0.49720344,55.728626
Sri Lanka,2008,0,0.67033803,51.22881
Sri Lanka,2009,0,0.6822809,52.808617
Sri Lanka,2010,0,0.6970081,52.980663
Sri Lanka,2011,0,3.478508,59.077347
Sri Lanka,2012,0,5.303183,63.094196
Sri Lanka,2013,0,5.5788774,53.987404
Sri Lanka,2014,0,10.707201,61.876884
Sri Lanka,2015,0,14.409015,59.54911
Sri Lanka,2016,0,15.254024,72.91467
Sri Lanka,2017,0,15.801333,78.41371
Sri Lanka,2018,0,15.269992,78.14474
Sri Lanka,2019,0,16.297167,81.44221
Sri Lanka,2020,0,19.583334,68.93846
Sri Lanka,2021,0,19.567083,65.32312
Sri Lanka,2022,0,18.34392,55.178627
Sri Lanka,2023,0,16.471945,61.568634
Sri Lanka,2024,0,19.435904,64.83041
Sweden,1965,0,25.92705,229.70325
Sweden,1966,0,24.740417,259.65668
Sweden,1967,0,24.55678,258.7804
Sweden,1968,0,21.454315,292.71017
Sweden,1969,0,20.949095,313.51508
Sweden,1970,0,22.130144,341.1421
Sweden,1971,0,19.949358,320.8071
Sweden,1972,0,17.139631,329.2851
Sweden,1973,0,18.945211,336.5918
Sweden,1974,0,20.930021,302.3185
Sweden,1975,0,22.575237,301.4847
Sweden,1976,0,21.671343,332.42618
Sweden,1977,0,17.201967,322.3305
Sweden,1978,0,17.646048,389.0616
Sweden,1979,0,20.846622,418.84644
Sweden,1980,0,19.86897,369.6262
Sweden,1981,0,17.085285,332.4578
Sweden,1982,0,19.009607,309.068
Sweden,1983,0,23.82295,268.6586
Sweden,1984,0,28.746893,256.70612
Sweden,1985,0.7138415,33.84138,275.22202
Sweden,1986,1.8797677,36.079098,293.94498
Sweden,1987,2.5105367,35.62356,253.78845
Sweden,1988,3.2286325,34.97161,237.56392
Sweden,1989,4.31798,32.97284,228.21938
Sweden,1990,6.0098825,34.45712,189.63515
Sweden,1991,6.420767,33.63651,191.26495
Sweden,1992,7.2472377,31.32087,207.7154
Sweden,1993,7.9093547,31.889389,205.3306
Sweden,1994,7.852032,32.364464,219.89215
Sweden,1995,7.8598695,32.364185,218.79678
Sweden,1996,8.422121,35.84237,235.02121
Sweden,1997,8.319568,30.625977,222.36334
Sweden,1998,8.245899,30.83334,226.84012
Sweden,1999,8.263589,29.4732,222.96231
Sweden,2000,8.081546,29.83794,204.42044
Sweden,2001,9.117825,32.333935,205.10725
Sweden,2002,9.27882,34.7224,205.5297
Sweden,2003,9.252622,34.043278,205.91388
Sweden,2004,9.2123165,35.02479,204.07948
Sweden,2005,8.777249,32.01512,196.89734
Sweden,2006,9.18875,35.34985,195.63448
Sweden,2007,9.483,32.937824,191.29031
Sweden,2008,8.61025,32.947243,187.61043
Sweden,2009,11.495,23.22746,174.76619
Sweden,2010,15.468,31.07757,182.26927
Sweden,2011,12.21675,27.70472,168.6092
Sweden,2012,10.651,23.844616,161.83508
Sweden,2013,10.2365,24.411753,158.01923
Sweden,2014,8.403749,23.033634,155.69562
Sweden,2015,9.335751,23.101635,153.64815
Sweden,2016,9.988999,22.635933,158.83817
Sweden,2017,9.61625,22.60179,161.7447
Sweden,2018,10.16875,22.511425,142.69774
Sweden,2019,10.279,22.514366,145.29596
Sweden,2020,9.90925,18.611954,134.4504
Sweden,2021,10.62825,18.925024,147.19507
Sweden,2022,7.9977503,18.444506,132.62907
Sweden,2023,8.774,18.646727,129.90118
Sweden,2024,9.50166,18.754766,135.9088
Switzerland,1965,0,14.833333,96.37957
Switzerland,1966,0,12.263888,102.46806
Switzerland,1967,0,10.344444,110.83246
Switzerland,1968,0,9.777778,122.93266
Switzerland,1969,0.0025,8.844444,133.68282
Switzerland,1970,0.385,7.5888886,149.8176
Switzerland,1971,0.93,5.125,158.97957
Switzerland,1972,1.1800001,4.336111,162.9895
Switzerland,1973,1.5975,4.116667,175.4158
Switzerland,1974,3.3649998,3.5500002,156.1069
Switzerland,1975,5.42,2.661111,150.11577
Switzerland,1976,5.6575003,2.5,156.01619
Switzerland,1977,6.46,2.9166667,156.82472
Switzerland,1978,7.0874996,2.625,160.81918
Switzerland,1979,7.9500003,2.713889,154.1364
Switzerland,1980,9.070001,3.972222,154.01991
Switzerland,1981,9.785,5.875,142.52437
Switzerland,1982,10.335,5.197222,134.65762
Switzerland,1983,11.362499,4.536111,147.33458
Switzerland,1984,12.6725,5.827778,142.62831
Switzerland,1985,13.2675,5.8527775,145.1502
Switzerland,1986,13.5875,5.0361114,158.84816
Switzerland,1987,14.5675,4.686111,149.62581
Switzerland,1988,14.67,4,150.06097
Switzerland,1989,15.955,4.1361113,143.99309
Switzerland,1990,17.0775,4.1361113,154.29774
Switzerland,1991,19.17,3.5138888,156.95247
Switzerland,1992,20.15,2.4333332,159.13806
Switzerland,1993,21.14,2.038889,149.1138
Switzerland,1994,20.8525,2.063889,154.10162
Switzerland,1995,22.98,2.213889,142.8001
Switzerland,1996,24.875,1.6555556,147.92401
Switzerland,1997,24.015,1.275,155.62619
Switzerland,1998,24.72,1.0583333,157.54512
Switzerland,1999,28.458332,1.1,152.87433
Switzerland,2000,28.3,1.6027778,148.28627
Switzerland,2001,29.455555,1.675,158.6958
Switzerland,2002,28.91111,1.5444444,150.41983
Switzerland,2003,30.558332,1.5861112,146.38762
Switzerland,2004,31.525,1.5055555,149.64418
Switzerland,2005,32.363888,1.6777778,150.2359
Switzerland,2006,31.469444,1.8111111,149.46095
Switzerland,2007,30.641668,2.027778,143.28651
Switzerland,2008,32.647224,1.8222222,148.41432
Switzerland,2009,31.336111,1.7194445,144.2638
Switzerland,2010,35.002777,1.7249999,147.44974
Switzerland,2011,31.047222,1.5944444,136.49957
Switzerland,2012,34.033333,1.4361111,139.24573
Switzerland,2013,35.841667,1.5472223,141.59218
Switzerland,2014,31.047222,1.5833334,128.45525
Switzerland,2015,33.172222,1.4472222,129.56079
Switzerland,2016,34.85,1.3305556,122.34929
Switzerland,2017,34.997223,1.2805556,125.38493
Switzerland,2018,33.197224,1.1916667,120.37151
Switzerland,2019,34.058334,1.0666666,123.53284
Switzerland,2020,34.14722,1.0277778,102.537796
Switzerland,2021,28.038887,1.0361111,102.78785
Switzerland,2022,37.030556,1.0777777,105.80339
Switzerland,2023,33.96389,0.85,107.32253
Switzerland,2024,34.481236,0.8523288,107.36002
Taiwan,1965,2.307175,34.71555,25.688173
Taiwan,1966,2.589275,34.52947,30.388777
Taiwan,1967,3.3449,35.04119,36.092865
Taiwan,1968,4.7151,35.32031,43.046482
Taiwan,1969,5.9241,32.424442,51.549316
Taiwan,1970,5.6202574,31.680119,61.906006
Taiwan,1971,11.297574,28.13297,86.65054
Taiwan,1972,13.151973,26.79552,93.771324
Taiwan,1973,15.177548,23.98106,119.62499
Taiwan,1974,15.976367,24.41137,107.38309
Taiwan,1975,15.86225,22.25982,124.44162
Taiwan,1976,19.747042,23.574009,160.90163
Taiwan,1977,20.840843,26.99323,177.99304
Taiwan,1978,20.528927,29.784431,208.59233
Taiwan,1979,19.817171,37.59979,209.5899
Taiwan,1980,20.499619,44.484753,217.76823
Taiwan,1981,17.468376,41.053898,191.7103
Taiwan,1982,13.359276,48.153675,214.84836
Taiwan,1983,13.855265,64.99984,216.6807
Taiwan,1984,13.94178,75.40771,207.55226
Taiwan,1985,12.49892,79.88109,205.69662
Taiwan,1986,11.388484,97.24753,229.2053
Taiwan,1987,11.518417,105.21525,241.05962
Taiwan,1988,13.138313,121.933945,281.14557
Taiwan,1989,13.235775,127.18466,312.6395
Taiwan,1990,21.242907,125.660095,324.52747
Taiwan,1991,30.850605,137.64064,336.49118
Taiwan,1992,30.593306,159.02312,349.96964
Taiwan,1993,32.017345,178.81398,372.70914
Taiwan,1994,38.884525,186.09625,396.74847
Taiwan,1995,43.45639,191.85172,431.46832
Taiwan,1996,44.342564,216.37764,431.26074
Taiwan,1997,52.02493,247.48338,442.6407
Taiwan,1998,61.64442,268.5034,457.71848
Taiwan,1999,62.734768,277.2957,490.06985
Taiwan,2000,67.67396,326.856,500.49252
Taiwan,2001,72.894005,342.9976,518.60944
Taiwan,2002,81.527534,371.88586,518.4633
Taiwan,2003,84.14759,396.44778,542.0757
Taiwan,2004,102.36428,412.37943,554.1194
Taiwan,2005,103.200806,419.94257,557.9412
Taiwan,2006,110.69849,440.8106,562.3801
Taiwan,2007,117.44902,461.68237,583.01483
Taiwan,2008,127.65959,442.00507,545.44495
Taiwan,2009,124.667755,421.60495,532.042
Taiwan,2010,154.79768,452.3208,555.73676
Taiwan,2011,170.3993,468.8569,517.7095
Taiwan,2012,178.85228,458.43036,509.28372
Taiwan,2013,179.37907,467.62405,521.8908
Taiwan,2014,188.68169,472.62488,538.7605
Taiwan,2015,201.80359,458.45123,553.8144
Taiwan,2016,209.65405,464.03384,554.21246
Taiwan,2017,232.4506,471.0609,550.433
Taiwan,2018,236.62138,473.56345,544.25696
Taiwan,2019,232.5982,464.15848,513.06757
Taiwan,2020,248.8446,433.83463,490.9263
Taiwan,2021,272.90457,465.73358,519.6228
Taiwan,2022,280.6635,439.27585,478.72687
Taiwan,2023,279.4694,413.87567,452.22775
Taiwan,2024,296.3836,396.50043,447.92062
Thailand,1965,0,0.52335,27.69635
Thailand,1966,0,0.75595003,32.691463
Thailand,1967,0,1.34908,36.284153
Thailand,1968,0,1.48864,47.828484
Thailand,1969,0,1.58168,51.799706
Thailand,1970,0,1.6863501,60.30306
Thailand,1971,0,1.3287275,67.13238
Thailand,1972,0,1.0443972,84.27273
Thailand,1973,0,1.1181896,89.21048
Thailand,1974,0,1.6767552,90.820015
Thailand,1975,0,1.6027187,98.46377
Thailand,1976,0,1.8589973,103.67075
Thailand,1977,0,1.7880194,116.48012
Thailand,1978,0,2.302682,127.90059
Thailand,1979,0,4.8418946,130.51672
Thailand,1980,0,5.2354536,136.36172
Thailand,1981,2.75631,5.8236647,128.82382
Thailand,1982,14.049041,7.5915174,116.8389
Thailand,1983,16.53786,7.289033,129.59941
Thailand,1984,24.690489,9.178234,136.17995
Thailand,1985,32.45933,18.435015,128.4832
Thailand,1986,34.872524,18.0871,133.15419
Thailand,1987,48.350864,26.114328,144.63412
Thailand,1988,57.064457,26.906239,165.04605
Thailand,1989,55.9458,32.771294,195.9122
Thailand,1990,60.652523,45.351017,233.3252
Thailand,1991,75.0936,53.114273,248.82846
Thailand,1992,81.41339,56.846622,276.58047
Thailand,1993,92.20895,63.31914,318.4565
Thailand,1994,102.05028,73.21662,356.3868
Thailand,1995,105.68729,83.52328,405.904
Thailand,1996,123.139084,101.62282,449.2036
Thailand,1997,154.46603,104.803856,451.55515
Thailand,1998,164.9492,84.08474,409.96964
Thailand,1999,183.24121,89.39646,431.1383
Thailand,2000,211.95369,91.6959,418.93927
Thailand,2001,245.60527,102.077644,414.40457
Thailand,2002,266.8925,108.9419,448.20236
Thailand,2003,284.2218,111.272194,491.36066
Thailand,2004,297.55035,124.67288,544.5814
Thailand,2005,320.5919,134.76213,543.1483
Thailand,2006,330.1123,143.81845,539.1894
Thailand,2007,351.72046,161.62822,533.2962
Thailand,2008,369.41727,174.30933,502.64276
Thailand,2009,381.24442,174.89503,518.4446
Thailand,2010,432.05563,179.48474,534.345
Thailand,2011,443.1806,182.51888,543.49225
Thailand,2012,486.33502,191.56169,564.3662
Thailand,2013,488.64325,188.53526,584.294
Thailand,2014,499.44733,207.87042,590.7018
Thailand,2015,509.60956,204.07373,604.4171
Thailand,2016,505.64255,208.03029,625.278
Thailand,2017,500.83792,208.8567,644.63403
Thailand,2018,500.1961,222.66977,658.427
Thailand,2019,509.39563,198.45288,665.99725
Thailand,2020,468.5292,212.18327,600.12463
Thailand,2021,470.1373,217.27419,599.1502
Thailand,2022,443.1806,197.67899,643.53
Thailand,2023,471.74185,168.04797,639.6251
Thailand,2024,482.259,170.63548,659.746
Trinidad and Tobago,1965,11.427751,0,22.197905
Trinidad and Tobago,1966,13.42375,0,22.353634
Trinidad and Tobago,1967,14.816,0,23.321835
Trinidad and Tobago,1968,15.5455,0,23.76879
Trinidad and Tobago,1969,15.624,0,24.918287
Trinidad and Tobago,1970,19.119719,0,25.560862
Trinidad and Tobago,1971,18.635,0,26.413431
Trinidad and Tobago,1972,19.26075,0,42.87166
Trinidad and Tobago,1973,18.498,0,43.14619
Trinidad and Tobago,1974,16.89975,0,42.485165
Trinidad and Tobago,1975,15.35975,0,32.481552
Trinidad and Tobago,1976,17.28825,0,36.524597
Trinidad and Tobago,1977,20.3215,0,35.655308
Trinidad and Tobago,1978,24.26025,0,32.082752
Trinidad and Tobago,1979,25.0765,0,24.694546
Trinidad and Tobago,1980,28.3325,0,19.534754
Trinidad and Tobago,1981,31.2095,0,19.360615
Trinidad and Tobago,1982,37.931248,0,21.474905
Trinidad and Tobago,1983,39.297253,0,18.668987
Trinidad and Tobago,1984,41.176003,0,15.969291
Trinidad and Tobago,1985,42.152,0,16.895954
Trinidad and Tobago,1986,43.1345,0,18.23386
Trinidad and Tobago,1987,45.6935,0,12.22131
Trinidad and Tobago,1988,52.59425,0,11.073575
Trinidad and Tobago,1989,52.694748,0,9.94367
Trinidad and Tobago,1990,54.63375,0,14.867244
Trinidad and Tobago,1991,55.351654,0,13.957406
Trinidad and Tobago,1992,53.48801,0,19.86267
Trinidad and Tobago,1993,60.033134,0,17.295012
Trinidad and Tobago,1994,68.75722,0,13.183907
Trinidad and Tobago,1995,73.813225,0,15.0534
Trinidad and Tobago,1996,83.34405,0,17.402937
Trinidad and Tobago,1997,90.44337,0,10.274356
Trinidad and Tobago,1998,90.44337,0,11.790197
Trinidad and Tobago,1999,92.77739,0,20.85421
Trinidad and Tobago,2000,101.56194,0,17.415867
Trinidad and Tobago,2001,108.9441,0,17.940031
Trinidad and Tobago,2002,121.74733,0,19.45226
Trinidad and Tobago,2003,135.20102,0,19.539343
Trinidad and Tobago,2004,148.70534,0,20.99403
Trinidad and Tobago,2005,163.75308,0,23.400255
Trinidad and Tobago,2006,192.76155,0,24.092281
Trinidad and Tobago,2007,196.45027,0,24.855906
Trinidad and Tobago,2008,191.58104,0,26.43232
Trinidad and Tobago,2009,190.88472,0,25.535719
Trinidad and Tobago,2010,207.40086,0,26.108171
Trinidad and Tobago,2011,204.8132,0,25.714266
Trinidad and Tobago,2012,202.35985,0,23.543278
Trinidad and Tobago,2013,203.5563,0,25.005686
Trinidad and Tobago,2014,205.10089,0,23.71663
Trinidad and Tobago,2015,196.04771,0,25.57151
Trinidad and Tobago,2016,169.44472,0,26.311125
Trinidad and Tobago,2017,183.49329,0,23.557047
Trinidad and Tobago,2018,173.74751,0,20.274511
Trinidad and Tobago,2019,174.73317,0,20.45355
Trinidad and Tobago,2020,151.85648,0,17.470394
Trinidad and Tobago,2021,156.05621,0,17.05173
Trinidad and Tobago,2022,154.70049,0,18.339703
Trinidad and Tobago,2023,145.1982,0,18.70825
Trinidad and Tobago,2024,140.7025,0,19.08625
Turkey,1965,0,42.6821,41.988743
Turkey,1966,0,47.49692,50.11611
Turkey,1967,0,42.100597,58.8478
Turkey,1968,0,45.76405,70.703316
Turkey,1969,0,48.6134,78.65872
Turkey,1970,0,53.846897,83.33808
Turkey,1971,0,55.3588,98.7893
Turkey,1972,0,59.40604,111.98644
Turkey,1973,0,60.72023,136.55547
Turkey,1974,0,66.22122,132.87135
Turkey,1975,0,68.76819,146.75865
Turkey,1976,0,72.14089,165.77588
Turkey,1977,0,74.32733,187.71225
Turkey,1978,0,75.40892,201.57695
Turkey,1979,0,77.28135,179.0935
Turkey,1980,0,81.80542,182.70168
Turkey,1981,0,83.5034,180.02922
Turkey,1982,0.3399125,93.77269,192.67787
Turkey,1983,0.373425,103.18136,202.6174
Turkey,1984,0.36385,115.93947,201.63646
Turkey,1985,0.46917498,138.78079,211.20892
Turkey,1986,4.00235,152.72516,228.74448
Turkey,1987,4.99815,161.23831,258.14014
Turkey,1988,11.35595,155.88852,274.34244
Turkey,1989,30.189974,175.67114,258.52664
Turkey,1990,32.296474,186.52194,273.813
Turkey,1991,39.5639,199.25679,266.88058
Turkey,1992,43.288578,198.53574,282.05286
Turkey,1993,47.4154,183.70747,323.31287
Turkey,1994,50.278328,184.25409,309.1395
Turkey,1995,65.04298,192.33693,346.67908
Turkey,1996,75.69995,216.35289,362.10272
Turkey,1997,93.078575,241.69467,356.59906
Turkey,1998,98.344826,250.76607,355.67706
Turkey,1999,118.557655,232.99542,354.10962
Turkey,2000,139.46945,261.22144,370.6987
Turkey,2001,153.45853,214.6084,344.8432
Turkey,2002,166.39435,224.14499,369.48154
Turkey,2003,200.48135,242.09007,363.70947
Turkey,2004,211.68411,256.86017,371.83334
Turkey,2005,257.23236,257.6859,367.38208
Turkey,2006,291.97046,304.33383,381.82663
Turkey,2007,338.9071,342.66632,388.8999
Turkey,2008,352.9824,344.20148,382.55893
Turkey,2009,337.22192,359.34375,389.52692
Turkey,2010,358.21033,365.62393,374.55405
Turkey,2011,418.39877,394.01044,364.07852
Turkey,2012,433.19214,424.43686,383.57196
Turkey,2013,439.66486,367.09164,412.15067
Turkey,2014,466.4653,420.1454,423.3022
Turkey,2015,459.59042,404.0261,498.6641
Turkey,2016,445.046,447.26016,533.83057
Turkey,2017,515.6808,458.91183,578.77844
Turkey,2018,472.3252,475.22025,579.38214
Turkey,2019,433.57544,487.52646,576.5308
Turkey,2020,462.15213,472.3668,547.5774
Turkey,2021,572.8757,482.32193,581.60455
Turkey,2022,509.39526,488.70157,606.453
Turkey,2023,480.76877,465.49948,645.44495
Turkey,2024,509.19037,499.7604,658.2925
Turkmenistan,1985,81.750984,3.74486,57.599358
Turkmenistan,1986,132.42183,3.74486,41.931847
Turkmenistan,1987,131.54167,3.74486,41.88782
Turkmenistan,1988,133.30672,3.20988,41.857544
Turkmenistan,1989,137.72173,3.74486,41.815014
Turkmenistan,1990,92.78613,4.27984,63.933147
Turkmenistan,1991,90.931175,3.74486,51.543907
Turkmenistan,1992,88.29068,1.60494,48.134792
Turkmenistan,1993,88.29068,0,38.993748
Turkmenistan,1994,96.23107,0.058149997,39.29374
Turkmenistan,1995,75.9211,0.058149997,28.27877
Turkmenistan,1996,119.35,0.53498,38.142937
Turkmenistan,1997,84.026245,0,39.10062
Turkmenistan,1998,103.276245,0,37.345898
Turkmenistan,1999,92.30376,0,30.962416
Turkmenistan,2000,71.61,0,58.658604
Turkmenistan,2001,105.20125,0,46.71169
Turkmenistan,2002,74.97875,0,55.35714
Turkmenistan,2003,116.17375,0,51.781166
Turkmenistan,2004,114.537506,0,72.59852
Turkmenistan,2005,116.4625,0,58.77116
Turkmenistan,2006,119.9275,0,60.105183
Turkmenistan,2007,111.649994,0,54.302277
Turkmenistan,2008,78.925,0,75.97854
Turkmenistan,2009,171.1325,0,55.497684
Turkmenistan,2010,182.71886,0,64.037384
Turkmenistan,2011,207.35255,0,59.614662
Turkmenistan,2012,229.38441,0,86.17621
Turkmenistan,2013,193.31212,0,74.325294
Turkmenistan,2014,199.62996,0,84.05571
Turkmenistan,2015,253.86305,0,68.36242
Turkmenistan,2016,251.15005,0,97.487724
Turkmenistan,2017,247.5888,0,75.959015
Turkmenistan,2018,283.9233,0,81.45767
Turkmenistan,2019,277.4699,0,73.18048
Turkmenistan,2020,342.53235,0,101.7023
Turkmenistan,2021,357.85608,0,86.91435
Turkmenistan,2022,375.36462,0,96.37978
Turkmenistan,2023,352.96664,0,85.46738
Turkmenistan,2024,285.23068,0,85.90749
USSR,1965,1216.7582,3459.1885,1994.8496
USSR,1966,1357.3743,3585.2192,2136.2473
USSR,1967,1494.4252,3640.7202,2327.5437
USSR,1968,1613.6041,3608.9705,2481.1162
